"severity","condition","published","Architecture","Title","Version","updated","Name","cve","detection_time","cvss2_score","cvss3_score","external_references"
"Critical","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29363 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29363","2023-09-10T01:29:48+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29363"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29363""]"
"High","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29362 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29362","2023-09-10T01:29:48+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29362"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29362""]"
"High","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29361 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29361","2023-09-10T01:29:48+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29361"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29361""]"
"High","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29360 affects Windows Server 2022","10.0.20348","2023-08-21","Windows Server 2022","CVE-2023-29360","2023-09-10T01:29:48+00:00",0,8.4,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29360"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29360""]"
"High","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29359 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29359","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29359"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29359""]"
"High","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29358 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29358","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29358"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29358""]"
"Medium","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29355 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29355","2023-09-10T01:29:48+00:00",0,5.3,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29355"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29355""]"
"Medium","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29352 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29352","2023-09-10T01:29:48+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29352"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29352""]"
"High","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29351 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29351","2023-09-10T01:29:48+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29351"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29351""]"
"High","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-29346 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-29346","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29346"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29346""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-29325 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-29325","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29325"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29325""]"
"Medium","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-29324 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-29324","2023-09-10T01:29:48+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29324"",""https://nvd.nist.gov/vuln/detail/CVE-2023-29324""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28308 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28308","2023-09-10T01:29:48+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28308"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28308""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28307 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28307","2023-09-10T01:29:48+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28307"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28307""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28306 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28306","2023-09-10T01:29:48+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28306"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28306""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28305 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28305","2023-09-10T01:29:48+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28305"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28305""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28302 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28302","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28302"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28302""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28298 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28298","2023-09-10T01:29:48+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28298"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28298""]"
"High","KB5022291 patch is not installed","2023-04-11","x64","CVE-2023-28297 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28297","2023-09-10T01:29:48+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28297"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28297""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28293 affects Windows Server 2022","10.0.20348","2023-06-27","Windows Server 2022","CVE-2023-28293","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28293"",""http://packetstormsecurity.com/files/173135/Microsoft-Windows-11-22h2-Kernel-Privilege-Escalation.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28293""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-28283 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-28283","2023-09-10T01:29:48+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28283"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28283""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28278 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28278","2023-09-10T01:29:48+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28278"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28278""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28277 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28277","2023-09-10T01:29:48+00:00",0,4.9,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28277"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28277""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28276 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28276","2023-09-10T01:29:48+00:00",0,4.4,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28276"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28276""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28275 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28275","2023-09-10T01:29:48+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28275"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28275""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28274 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28274","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28274"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28274""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28273 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28273","2023-09-10T01:29:48+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28273"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28273""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28272 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28272","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28272"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28272""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28271 affects Windows Server 2022","10.0.20348","2023-06-17","Windows Server 2022","CVE-2023-28271","2023-09-10T01:29:48+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28271"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28271""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28270 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28270","2023-09-10T01:29:48+00:00",0,6.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28270"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28270""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28269 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28269","2023-09-10T01:29:48+00:00",0,6.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28269"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28269""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28268 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28268","2023-09-10T01:29:48+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28268"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28268""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28267 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28267","2023-09-10T01:29:48+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28267"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28267""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28266 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28266","2023-09-10T01:29:48+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28266"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28266""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28256 affects Windows Server 2022","10.0.20348","2023-04-18","Windows Server 2022","CVE-2023-28256","2023-09-10T01:29:48+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28256"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28256""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28255 affects Windows Server 2022","10.0.20348","2023-04-18","Windows Server 2022","CVE-2023-28255","2023-09-10T01:29:48+00:00",0,6.6,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28255"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28255""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28254 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28254","2023-09-10T01:29:48+00:00",0,7.2,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28254"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28254""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28253 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28253","2023-09-10T01:29:48+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28253"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28253""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28252 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28252","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28252"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28252""]"
"Medium","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-28251 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-28251","2023-09-10T01:29:48+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28251"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28251""]"
"Critical","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28250 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28250","2023-09-10T01:29:48+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28250"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28250""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28249 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28249","2023-09-10T01:29:48+00:00",0,6.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28249"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28249""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28248 affects Windows Server 2022","10.0.20348","2023-06-17","Windows Server 2022","CVE-2023-28248","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28248"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28248""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28247 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28247","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28247"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28247""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28246 affects Windows Server 2022","10.0.20348","2023-04-19","Windows Server 2022","CVE-2023-28246","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28246"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28246""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28244 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28244","2023-09-10T01:29:48+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28244"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28244""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28243 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28243","2023-09-10T01:29:48+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28243"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28243""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28241 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28241","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28241"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28241""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28240 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28240","2023-09-10T01:29:48+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28240"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28240""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28238 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28238","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28238"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28238""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28237 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28237","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28237"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28237""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28236 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28236","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28236"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28236""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28234 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28234","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28234"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28234""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28233 affects Windows Server 2022","10.0.20348","2023-04-14","Windows Server 2022","CVE-2023-28233","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28233"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28233""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28232 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28232","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28232"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28232""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28231 affects Windows Server 2022","10.0.20348","2023-05-08","Windows Server 2022","CVE-2023-28231","2023-09-10T01:29:48+00:00",0,8.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28231"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28231""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28229 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28229","2023-09-10T01:29:48+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28229"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28229""]"
"Medium","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28228 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28228","2023-09-10T01:29:48+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28228"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28228""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28227 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28227","2023-09-10T01:29:48+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28227"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28227""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28225 affects Windows Server 2022","10.0.20348","2023-04-18","Windows Server 2022","CVE-2023-28225","2023-09-10T01:29:48+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28225"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28225""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28224 affects Windows Server 2022","10.0.20348","2023-04-18","Windows Server 2022","CVE-2023-28224","2023-09-10T01:29:48+00:00",0,7.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28224"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28224""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28222 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28222","2023-09-10T01:29:49+00:00",0,7.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28222"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28222""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28221 affects Windows Server 2022","10.0.20348","2023-04-18","Windows Server 2022","CVE-2023-28221","2023-09-10T01:29:49+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28221"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28221""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28220 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28220","2023-09-10T01:29:49+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28220"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28220""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28219 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28219","2023-09-10T01:29:49+00:00",0,8.1,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28219"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28219""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28218 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28218","2023-09-10T01:29:49+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28218"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28218""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28217 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28217","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28217"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28217""]"
"High","KB5025230 patch is not installed","2023-04-11","x64","CVE-2023-28216 affects Windows Server 2022","10.0.20348","2023-04-13","Windows Server 2022","CVE-2023-28216","2023-09-10T01:29:49+00:00",0,7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28216"",""https://nvd.nist.gov/vuln/detail/CVE-2023-28216""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24949 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24949","2023-09-10T01:29:49+00:00",0,7.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24949"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24949""]"
"Medium","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24945 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24945","2023-09-10T01:29:49+00:00",0,5.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24945"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24945""]"
"Medium","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24944 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24944","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24944"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24944""]"
"Critical","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24943 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24943","2023-09-10T01:29:49+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24943"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24943""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24942 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24942","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24942"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24942""]"
"Critical","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24941 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24941","2023-09-10T01:29:49+00:00",0,9.8,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24941"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24941""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24940 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24940","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24940"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24940""]"
"High","KB5026370 patch is not installed","2023-05-09","x64","CVE-2023-24939 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24939","2023-09-10T01:29:49+00:00",0,7.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24939"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24939""]"
"Medium","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-24938 affects Windows Server 2022","10.0.20348","2023-06-20","Windows Server 2022","CVE-2023-24938","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24938"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24938""]"
"Medium","KB5027225 patch is not installed","2023-06-14","x64","CVE-2023-24937 affects Windows Server 2022","10.0.20348","2023-06-21","Windows Server 2022","CVE-2023-24937","2023-09-10T01:29:49+00:00",0,6.5,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24937"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24937""]"
"Medium","KB5028171 patch is not installed","2023-05-09","x64","CVE-2023-24932 affects Windows Server 2022","10.0.20348","2023-05-15","Windows Server 2022","CVE-2023-24932","2023-09-10T01:29:49+00:00",0,6.7,"[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24932"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24932""]"
